#pacId	locusName	transcriptName	peptideName	Pfam	Panther	ec	KOG	KO	GO	Best-hit-arabi-name	Best-hit-arabi-defline	Best-hit-clamy-name	Best-hit-clamy-defline	Best-hit-rice-name	Best-hit-rice-defline
PAC:51212554	Qurub.01G000100	Qurub.01G000100.1	Qurub.01G000100.1												
PAC:51212204	Qurub.01G037300	Qurub.01G037300.1	Qurub.01G037300.1	PF00070	PTHR22912	EC:1.6.5.9		K17871	GO:0016491 GO:0055114	AT1G07180	alternative  NAD(P)H dehydrogenase 1	Cre16.g691552	Type-II NADH dehydrogenase	LOC_Os01g61410	NADH-ubiquinone oxidoreductase, mitochondrial precursor, putative, expressed
PAC:51213402	Qurub.01G037400	Qurub.01G037400.1	Qurub.01G037400.1	PF10262	PTHR13544 PTHR13544:SF0		KOG3286			AT5G58640	Selenoprotein, Rdx type	Cre14.g616950	Selenoprotein T	LOC_Os05g39110	selT-like protein precursor, putative, expressed
PAC:51212565	Qurub.01G037500	Qurub.01G037500.1	Qurub.01G037500.1	PF04564	PTHR22849 PTHR22849:SF41	EC:6.3.2.19			GO:0004842 GO:0005515 GO:0016567						
PAC:51212399	Qurub.01G037600	Qurub.01G037600.1	Qurub.01G037600.1	PF00487 PF11960	PTHR32100 PTHR32100:SF20			K10257	GO:0006629 GO:0016717 GO:0055114	AT2G29980	fatty acid desaturase 3	Cre01.g038600	Chloroplast glycerolipid omega-3-fatty acid desaturase		
PAC:51212400	Qurub.01G037600	Qurub.01G037600.2	Qurub.01G037600.2	PF00487 PF11960	PTHR32100 PTHR32100:SF20			K10257	GO:0006629 GO:0016717 GO:0055114	AT2G29980	fatty acid desaturase 3	Cre01.g038600	Chloroplast glycerolipid omega-3-fatty acid desaturase		
PAC:51212128	Qurub.01G037700	Qurub.01G037700.1	Qurub.01G037700.1	PF14383	PTHR35499 PTHR35499:SF1					AT5G58630	(1 of 2) PTHR35499:SF2 - ALC-INTERACTING PROTEIN 1				
PAC:51213684	Qurub.01G037800	Qurub.01G037800.1	Qurub.01G037800.1	PF12796	PTHR14493 PTHR14493:SF54		KOG1595		GO:0005515 GO:0046872	AT5G58620	zinc finger (CCCH-type) family protein	Cre03.g146267	(1 of 25) PF13637 - Ankyrin repeats (many copies) (Ank_4)	LOC_Os05g03760	zinc finger family protein, putative, expressed
PAC:51213873	Qurub.01G037900	Qurub.01G037900.1	Qurub.01G037900.1	PF07724	PTHR11638 PTHR11638:SF68		KOG1051		GO:0005524	AT1G07200	Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein			LOC_Os12g01360	expressed protein
PAC:51214033	Qurub.01G038000	Qurub.01G038000.1	Qurub.01G038000.1	PF01084	PTHR13479 PTHR13479:SF44		KOG3162		GO:0003735 GO:0005622 GO:0005840 GO:0006412	AT1G07210	Ribosomal protein S18			LOC_Os10g35690	ribosomal protein S18 containing protein, expressed
PAC:51214130	Qurub.01G038100	Qurub.01G038100.1	Qurub.01G038100.1	PF00069 PF13540	PTHR27003 PTHR27003:SF102	EC:2.7.11.1	KOG1187		GO:0004672 GO:0004713 GO:0005524 GO:0006468					LOC_Os05g03620	TKL_IRAK_CR4L.4 - The CR4L subfamily has homology with Crinkly4, expressed
PAC:51211525	Qurub.01G038200	Qurub.01G038200.1	Qurub.01G038200.1	PF00168 PF00387 PF00388 PF09279	PTHR10336 PTHR10336:SF92	EC:3.1.4.11		K05857	GO:0004435 GO:0005515 GO:0006629 GO:0007165 GO:0035556			Cre06.g270200	(1 of 1) K05857 - phosphatidylinositol phospholipase C, delta (PLCD)		
PAC:51211526	Qurub.01G038200	Qurub.01G038200.2	Qurub.01G038200.2	PF00168 PF00387 PF00388 PF09279	PTHR10336 PTHR10336:SF92	EC:3.1.4.11		K05857	GO:0004435 GO:0005515 GO:0006629 GO:0007165 GO:0035556			Cre06.g270200	(1 of 1) K05857 - phosphatidylinositol phospholipase C, delta (PLCD)		
PAC:51213708	Qurub.01G038300	Qurub.01G038300.1	Qurub.01G038300.1	PF00168 PF00387 PF00388 PF09279	PTHR10336 PTHR10336:SF92	EC:3.1.4.11		K05857	GO:0004435 GO:0005515 GO:0006629 GO:0007165 GO:0035556	AT5G58700	phosphatidylinositol-speciwc phospholipase C4	Cre06.g270200	(1 of 1) K05857 - phosphatidylinositol phospholipase C, delta (PLCD)		
PAC:51211488	Qurub.01G038400	Qurub.01G038400.1	Qurub.01G038400.1	PF01680	PTHR31829	EC:4.3.3.6		K06215	GO:0042819 GO:0042823	AT5G01410	Aldolase-type TIM barrel family protein	Cre15.g643550	Pyridoxin biosynthesis protein	LOC_Os07g01020	SOR/SNZ family protein, putative, expressed
PAC:51214007	Qurub.01G038500	Qurub.01G038500.1	Qurub.01G038500.1	PF05686	PTHR12203 PTHR12203:SF13	EC:2.4.2.26	KOG2458			AT1G07220	Arabidopsis thaliana protein of unknown function (DUF821)	Cre09.g413500	GT90 family protein 16	LOC_Os05g05690	DTA2, putative, expressed
PAC:51213092	Qurub.01G038600	Qurub.01G038600.1	Qurub.01G038600.1	PF13920 PF16040 PF16041	PTHR12183 PTHR12183:SF16	EC:6.3.2.19	KOG4172		GO:0005515 GO:0008270	AT5G01450	RING/U-box superfamily protein			LOC_Os05g44550	zinc finger family protein, putative, expressed
PAC:51213093	Qurub.01G038600	Qurub.01G038600.2	Qurub.01G038600.2	PF13920 PF16040 PF16041	PTHR12183 PTHR12183:SF16	EC:6.3.2.19	KOG4172		GO:0005515 GO:0008270	AT5G01450	RING/U-box superfamily protein			LOC_Os05g44550	zinc finger family protein, putative, expressed
PAC:51213094	Qurub.01G038600	Qurub.01G038600.3	Qurub.01G038600.3	PF13920 PF16040 PF16041	PTHR12183 PTHR12183:SF16	EC:6.3.2.19	KOG4172		GO:0005515 GO:0008270	AT5G01450	RING/U-box superfamily protein			LOC_Os05g44550	zinc finger family protein, putative, expressed
PAC:51213095	Qurub.01G038600	Qurub.01G038600.4	Qurub.01G038600.4	PF13920 PF16040 PF16041	PTHR12183 PTHR12183:SF16	EC:6.3.2.19	KOG4172		GO:0005515 GO:0008270	AT5G01450	RING/U-box superfamily protein			LOC_Os05g44550	zinc finger family protein, putative, expressed
PAC:51213096	Qurub.01G038600	Qurub.01G038600.5	Qurub.01G038600.5	PF13920 PF16040 PF16041	PTHR12183 PTHR12183:SF16	EC:6.3.2.19	KOG4172		GO:0005515 GO:0008270	AT5G01450	RING/U-box superfamily protein			LOC_Os05g44550	zinc finger family protein, putative, expressed
PAC:51213097	Qurub.01G038600	Qurub.01G038600.6	Qurub.01G038600.6	PF13920 PF16040 PF16041	PTHR12183 PTHR12183:SF16	EC:6.3.2.19	KOG4172		GO:0005515 GO:0008270	AT5G01450	RING/U-box superfamily protein			LOC_Os05g44550	zinc finger family protein, putative, expressed
PAC:51213098	Qurub.01G038600	Qurub.01G038600.7	Qurub.01G038600.7	PF13920 PF16040 PF16041	PTHR12183 PTHR12183:SF16	EC:6.3.2.19	KOG4172		GO:0005515 GO:0008270	AT5G01450	RING/U-box superfamily protein			LOC_Os05g44550	zinc finger family protein, putative, expressed
PAC:51213099	Qurub.01G038600	Qurub.01G038600.8	Qurub.01G038600.8	PF13920 PF16040 PF16041	PTHR12183 PTHR12183:SF16	EC:6.3.2.19	KOG4172		GO:0005515 GO:0008270	AT5G01450	RING/U-box superfamily protein			LOC_Os05g44550	zinc finger family protein, putative, expressed
PAC:51213301	Qurub.01G038700	Qurub.01G038700.1	Qurub.01G038700.1	PF00160	PTHR11071 PTHR11071:SF291	EC:5.2.1.8	KOG0880	K01802	GO:0000413 GO:0003755 GO:0006457	AT5G58710	rotamase CYP 7	Cre06.g284900	Cyclophilin	LOC_Os06g49480	peptidyl-prolyl cis-trans isomerase, putative, expressed
PAC:51213491	Qurub.01G038800	Qurub.01G038800.1	Qurub.01G038800.1	PF07011	PTHR33469 PTHR33469:SF1										
PAC:51212371	Qurub.01G038900	Qurub.01G038900.1	Qurub.01G038900.1	PF01713 PF08590	PTHR13308 PTHR13308:SF22		KOG2401			AT5G58720	smr (Small MutS Related) domain-containing protein			LOC_Os01g12530	smr domain containing protein, expressed
PAC:51212372	Qurub.01G038900	Qurub.01G038900.2	Qurub.01G038900.2	PF01713 PF08590	PTHR13308 PTHR13308:SF22		KOG2401			AT5G58720	smr (Small MutS Related) domain-containing protein			LOC_Os01g12530	smr domain containing protein, expressed
PAC:51213944	Qurub.01G039000	Qurub.01G039000.1	Qurub.01G039000.1	PF00294	PTHR10584 PTHR10584:SF130		KOG2855		GO:0005524 GO:0010264 GO:0019140	AT5G58730	pfkB-like carbohydrate kinase family protein			LOC_Os03g52760	kinase, pfkB family, putative, expressed
PAC:51212249	Qurub.01G039100	Qurub.01G039100.1	Qurub.01G039100.1	PF04969	PTHR12356 PTHR12356:SF18		KOG2265			AT5G58740	HSP20-like chaperones superfamily protein	Cre08.g369400	(1 of 1) PTHR12356:SF18 - NUDC DOMAIN-CONTAINING PROTEIN 2	LOC_Os01g47770	CS domain containing protein, putative, expressed
PAC:51212401	Qurub.01G039200	Qurub.01G039200.1	Qurub.01G039200.1	PF01699	PTHR31503 PTHR31503:SF9		KOG1397	K07300	GO:0006812 GO:0006816 GO:0008324 GO:0015369 GO:0016021 GO:0055085			Cre16.g649466	CAX family cation antiporter, membrane protein	LOC_Os01g37690	sodium/calcium exchanger protein, putative, expressed
PAC:51212402	Qurub.01G039200	Qurub.01G039200.2	Qurub.01G039200.2	PF01699	PTHR31503 PTHR31503:SF9		KOG1397	K07300	GO:0006812 GO:0006816 GO:0008324 GO:0015369 GO:0016021 GO:0055085			Cre16.g649466	CAX family cation antiporter, membrane protein	LOC_Os01g37690	sodium/calcium exchanger protein, putative, expressed
PAC:51212281	Qurub.01G039300	Qurub.01G039300.1	Qurub.01G039300.1		PTHR32487 PTHR32487:SF7	EC:1.3.1.3 EC:1.3.99.6				AT5G58750	NAD(P)-binding Rossmann-fold superfamily protein				
PAC:51214383	Qurub.01G039400	Qurub.01G039400.1	Qurub.01G039400.1	PF00005 PF01061 PF08370 PF14510	PTHR19241 PTHR19241:SF169	EC:3.6.3.34			GO:0005524 GO:0016020 GO:0016887	AT2G29940	pleiotropic drug resistance 3	Cre16.g655450	(1 of 1) PTHR19241//PTHR19241:SF307 - ATP-BINDING CASSETTE TRANSPORTER // ABC TRANSPORTER G FAMILY MEMBER 34-RELATED		
PAC:51211470	Qurub.01G039500	Qurub.01G039500.1	Qurub.01G039500.1	PF00005 PF01061 PF08370 PF14510	PTHR19241 PTHR19241:SF169	EC:3.6.3.34			GO:0005524 GO:0016020 GO:0016887	AT2G29940	pleiotropic drug resistance 3	Cre16.g655450	(1 of 1) PTHR19241//PTHR19241:SF307 - ATP-BINDING CASSETTE TRANSPORTER // ABC TRANSPORTER G FAMILY MEMBER 34-RELATED		
PAC:51211471	Qurub.01G039500	Qurub.01G039500.2	Qurub.01G039500.2	PF00005 PF01061 PF08370 PF14510	PTHR19241 PTHR19241:SF169	EC:3.6.3.34			GO:0005524 GO:0016020 GO:0016887	AT2G29940	pleiotropic drug resistance 3	Cre16.g655450	(1 of 1) PTHR19241//PTHR19241:SF307 - ATP-BINDING CASSETTE TRANSPORTER // ABC TRANSPORTER G FAMILY MEMBER 34-RELATED		
PAC:51212998	Qurub.01G039600	Qurub.01G039600.1	Qurub.01G039600.1	PF00400	PTHR15169		KOG4328	K10140	GO:0005515	AT5G58760	damaged DNA binding 2	Cre13.g577550	UV-damaged DNA binding complex subunit 2 protein	LOC_Os01g04870	WD domain, G-beta repeat domain containing protein, expressed
PAC:51213330	Qurub.01G039700	Qurub.01G039700.1	Qurub.01G039700.1	PF01255	PTHR10291 PTHR10291:SF6		KOG1602	K11778	GO:0016765	AT5G58770	Undecaprenyl pyrophosphate synthetase family protein	Cre17.g738250	(1 of 1) 2.5.1.31 - Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl- diphosphate specific) / UPP synthetase	LOC_Os01g63830	dehydrodolichyl diphosphate synthase, putative, expressed
PAC:51213488	Qurub.01G039800	Qurub.01G039800.1	Qurub.01G039800.1	PF13920	PTHR15315 PTHR15315:SF28		KOG1039		GO:0005515 GO:0008270	AT3G47160	RING/U-box superfamily protein				
PAC:51213489	Qurub.01G039800	Qurub.01G039800.2	Qurub.01G039800.2	PF13920	PTHR15315 PTHR15315:SF28		KOG1039		GO:0005515 GO:0008270	AT3G47160	RING/U-box superfamily protein				
PAC:51213490	Qurub.01G039800	Qurub.01G039800.3	Qurub.01G039800.3	PF00097	PTHR15315 PTHR15315:SF28				GO:0046872	AT3G47160	RING/U-box superfamily protein				
PAC:51212082	Qurub.01G039900	Qurub.01G039900.1	Qurub.01G039900.1	PF00909	PTHR11730 PTHR11730:SF36		KOG0682	K03320	GO:0008519 GO:0015696 GO:0016020 GO:0072488			Cre03.g159254	(1 of 8) K03320 - ammonium transporter, Amt family (amt, AMT, MEP)		
PAC:51213569	Qurub.01G040000	Qurub.01G040000.1	Qurub.01G040000.1	PF04185	PTHR31956 PTHR31956:SF9			K01114	GO:0016788	AT1G07230	non-specific phospholipase C1			LOC_Os03g61130	phosphoesterase family protein, putative, expressed
PAC:51213570	Qurub.01G040000	Qurub.01G040000.2	Qurub.01G040000.2	PF04185	PTHR31956 PTHR31956:SF9			K01114	GO:0016788	AT1G07230	non-specific phospholipase C1			LOC_Os03g61130	phosphoesterase family protein, putative, expressed
PAC:51212501	Qurub.01G040100	Qurub.01G040100.1	Qurub.01G040100.1	PF00626 PF02209	PTHR11977 PTHR11977:SF25			K05761	GO:0003779 GO:0007010 GO:0051017	AT2G29890	villin-like 1	Cre12.g555550	(1 of 1) K05768 - gelsolin (GSN)		
PAC:51212503	Qurub.01G040100	Qurub.01G040100.2	Qurub.01G040100.2	PF00626 PF02209	PTHR11977 PTHR11977:SF25			K05761	GO:0003779 GO:0007010 GO:0051017	AT2G29890	villin-like 1	Cre12.g555550	(1 of 1) K05768 - gelsolin (GSN)		
PAC:51212504	Qurub.01G040100	Qurub.01G040100.3	Qurub.01G040100.3	PF00626 PF02209	PTHR11977 PTHR11977:SF25			K05761	GO:0003779 GO:0007010 GO:0051017	AT2G29890	villin-like 1	Cre12.g555550	(1 of 1) K05768 - gelsolin (GSN)		
PAC:51212502	Qurub.01G040100	Qurub.01G040100.4	Qurub.01G040100.4	PF00626 PF02209	PTHR11977 PTHR11977:SF25			K05761	GO:0003779 GO:0007010 GO:0051017	AT2G29890	villin-like 1	Cre12.g555550	(1 of 1) K05768 - gelsolin (GSN)		
PAC:51212507	Qurub.01G040100	Qurub.01G040100.5	Qurub.01G040100.5	PF00626 PF02209	PTHR11977 PTHR11977:SF25				GO:0003779 GO:0007010 GO:0051017	AT2G29890	villin-like 1	Cre12.g555550	(1 of 1) K05768 - gelsolin (GSN)		
PAC:51212508	Qurub.01G040100	Qurub.01G040100.6	Qurub.01G040100.6	PF00626 PF02209	PTHR11977 PTHR11977:SF25				GO:0003779 GO:0007010 GO:0051017	AT2G29890	villin-like 1	Cre12.g555550	(1 of 1) K05768 - gelsolin (GSN)		
PAC:51212505	Qurub.01G040100	Qurub.01G040100.7	Qurub.01G040100.7	PF00626	PTHR11977 PTHR11977:SF25			K05761	GO:0003779 GO:0051017	AT2G29890	villin-like 1	Cre12.g555550	(1 of 1) K05768 - gelsolin (GSN)		
PAC:51212506	Qurub.01G040100	Qurub.01G040100.8	Qurub.01G040100.8	PF00626	PTHR11977 PTHR11977:SF25			K05761	GO:0003779 GO:0051017	AT2G29890	villin-like 1	Cre12.g555550	(1 of 1) K05768 - gelsolin (GSN)		
PAC:51212509	Qurub.01G040100	Qurub.01G040100.9	Qurub.01G040100.9	PF00626	PTHR11977 PTHR11977:SF25				GO:0003779 GO:0051017	AT2G29890	villin-like 1	Cre12.g555550	(1 of 1) K05768 - gelsolin (GSN)		
PAC:51213689	Qurub.01G040200	Qurub.01G040200.1	Qurub.01G040200.1	PF00076 PF00642	PTHR23139		KOG0126	K13107	GO:0003676 GO:0046872	AT3G47120	RNA recognition motif (RRM)-containing protein	Cre06.g280550	(1 of 1) K13107 - RNA-binding motif protein, X-linked 2 (RBMX2, IST3)	LOC_Os03g61110	RNA-binding motif protein, putative, expressed
PAC:51211502	Qurub.01G040300	Qurub.01G040300.1	Qurub.01G040300.1		PTHR19446 PTHR19446:SF340										
PAC:51211896	Qurub.01G040400	Qurub.01G040400.1	Qurub.01G040400.1	PF00394 PF07731 PF07732	PTHR11709 PTHR11709:SF73	EC:1.10.3.2		K05909	GO:0005507 GO:0016491 GO:0046274 GO:0048046 GO:0052716 GO:0055114	AT5G60020	laccase 17	Cre03.g162366	(1 of 1) PTHR11709//PTHR11709:SF33 - MULTI-COPPER OXIDASE // LACCASE-6	LOC_Os01g62480	laccase precursor protein, putative, expressed
PAC:51213588	Qurub.01G040500	Qurub.01G040500.1	Qurub.01G040500.1											LOC_Os05g40850	expressed protein
PAC:51214297	Qurub.01G040600	Qurub.01G040600.1	Qurub.01G040600.1	PF00069 PF08263	PTHR27000 PTHR27000:SF39	EC:2.7.11.1	KOG1187		GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT3G47110	Leucine-rich repeat protein kinase family protein	Cre12.g502901	(1 of 6) PF08263 - Leucine rich repeat N-terminal domain (LRRNT_2)		
PAC:51212144	Qurub.01G040700	Qurub.01G040700.1	Qurub.01G040700.1	PF01535 PF13041 PF14432	PTHR24015 PTHR24015:SF558					AT2G29760	Tetratricopeptide repeat (TPR)-like superfamily protein	Cre10.g437150	PPR-Cyclin protein		
PAC:51213520	Qurub.01G040800	Qurub.01G040800.1	Qurub.01G040800.1	PF02902	PTHR12606 PTHR12606:SF38	EC:3.4.22.68			GO:0006508 GO:0008234	AT3G48480	Cysteine proteinases superfamily protein			LOC_Os11g10780	expressed protein
PAC:51211671	Qurub.01G040900	Qurub.01G040900.1	Qurub.01G040900.1	PF00560 PF08263	PTHR27000 PTHR27000:SF114	EC:2.7.11.1			GO:0005515			Cre11.g467638	(1 of 2) PTHR27000//PTHR27000:SF119 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE BAM2-RELATED		
PAC:51212697	Qurub.01G041000	Qurub.01G041000.1	Qurub.01G041000.1												
PAC:51213161	Qurub.01G041100	Qurub.01G041100.1	Qurub.01G041100.1	PF00069	PTHR27000 PTHR27000:SF39	EC:2.7.11.1			GO:0004672 GO:0004713 GO:0005524 GO:0006468						
PAC:51214307	Qurub.01G041200	Qurub.01G041200.1	Qurub.01G041200.1												
PAC:51212070	Qurub.01G041300	Qurub.01G041300.1	Qurub.01G041300.1	PF03101	PTHR31669 PTHR31669:SF60				GO:0006355					LOC_Os01g23840	transposon protein, putative, unclassified, expressed
PAC:51212071	Qurub.01G041300	Qurub.01G041300.2	Qurub.01G041300.2	PF03101	PTHR31669 PTHR31669:SF60				GO:0006355					LOC_Os01g23840	transposon protein, putative, unclassified, expressed
PAC:51212073	Qurub.01G041300	Qurub.01G041300.3	Qurub.01G041300.3	PF03101	PTHR31669 PTHR31669:SF60				GO:0006355					LOC_Os01g23840	transposon protein, putative, unclassified, expressed
PAC:51212072	Qurub.01G041300	Qurub.01G041300.4	Qurub.01G041300.4	PF03101	PTHR31669 PTHR31669:SF60				GO:0006355					LOC_Os01g23840	transposon protein, putative, unclassified, expressed
PAC:51212363	Qurub.01G041400	Qurub.01G041400.1	Qurub.01G041400.1	PF00201	PTHR11926 PTHR11926:SF374		KOG1192		GO:0008152 GO:0016758	AT1G07240	UDP-glucosyl transferase 71C5			LOC_Os07g32010	UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
PAC:51213950	Qurub.01G041500	Qurub.01G041500.1	Qurub.01G041500.1	PF00201	PTHR11926 PTHR11926:SF374		KOG1192		GO:0008152 GO:0016758	AT1G07240	UDP-glucosyl transferase 71C5			LOC_Os07g32010	UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
PAC:51213721	Qurub.01G041600	Qurub.01G041600.1	Qurub.01G041600.1	PF06248	PTHR12205 PTHR12205:SF0		KOG2163	K11578	GO:0000775 GO:0005634 GO:0007067	AT2G32900	centromere/kinetochore protein, putative (ZW10)				
PAC:51213722	Qurub.01G041600	Qurub.01G041600.2	Qurub.01G041600.2	PF06248	PTHR12205 PTHR12205:SF0		KOG2163		GO:0000775 GO:0005634 GO:0007067	AT2G32900	centromere/kinetochore protein, putative (ZW10)				
PAC:51213461	Qurub.01G041700	Qurub.01G041700.1	Qurub.01G041700.1	PF00201	PTHR11926 PTHR11926:SF374				GO:0008152 GO:0016758	AT1G07240	UDP-glucosyl transferase 71C5			LOC_Os07g32010	UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
PAC:51211410	Qurub.01G041800	Qurub.01G041800.1	Qurub.01G041800.1	PF00169	PTHR22903 PTHR22903:SF18					AT2G29700	pleckstrin homologue 1	Cre14.g614350	(1 of 1) PTHR22903 - PLEKHH PROTEIN	LOC_Os01g63800	pleckstrin homology domain-containing protein, putative, expressed
PAC:51211653	Qurub.01G041900	Qurub.01G041900.1	Qurub.01G041900.1	PF03358	PTHR30546 PTHR30546:SF11	EC:1.6.5.2	KOG3135	K03809	GO:0010181 GO:0016491 GO:0045892	AT5G58800	Quinone reductase family protein	Cre10.g456100	Aggregation 3		
PAC:51211654	Qurub.01G041900	Qurub.01G041900.2	Qurub.01G041900.2	PF03358	PTHR30546 PTHR30546:SF11	EC:1.6.5.2	KOG3135	K03809	GO:0010181 GO:0016491 GO:0045892	AT5G58800	Quinone reductase family protein	Cre10.g456100	Aggregation 3		
PAC:51212311	Qurub.01G042000	Qurub.01G042000.1	Qurub.01G042000.1	PF03358	PTHR30546 PTHR30546:SF11	EC:1.6.5.2	KOG3135		GO:0010181 GO:0016491 GO:0045892	AT5G58800	Quinone reductase family protein				
PAC:51214278	Qurub.01G042100	Qurub.01G042100.1	Qurub.01G042100.1	PF01657	PTHR32411					AT3G22060	Receptor-like protein kinase-related family protein			LOC_Os03g36650	cysteine-rich repeat secretory protein 55 precursor, putative, expressed
PAC:51212490	Qurub.01G042200	Qurub.01G042200.1	Qurub.01G042200.1	PF00425 PF04715	PTHR11236 PTHR11236:SF20	EC:4.1.3.27		K01657	GO:0000162 GO:0004049 GO:0009058 GO:0016833	AT2G29690	anthranilate synthase 2	Cre06.g306601	Anthranilate synthase, alpha subunit	LOC_Os03g15780	anthranilate synthase component I-1, chloroplast precursor, putative, expressed
PAC:51212491	Qurub.01G042200	Qurub.01G042200.2	Qurub.01G042200.2	PF00425 PF04715	PTHR11236 PTHR11236:SF20	EC:4.1.3.27			GO:0009058 GO:0016833	AT2G29690	anthranilate synthase 2	Cre06.g306601	Anthranilate synthase, alpha subunit	LOC_Os03g15780	anthranilate synthase component I-1, chloroplast precursor, putative, expressed
PAC:51211537	Qurub.01G042300	Qurub.01G042300.1	Qurub.01G042300.1	PF00428 PF00466	PTHR21141 PTHR21141:SF3		KOG0815	K02941	GO:0005622 GO:0042254			Cre12.g520500	Acidic ribosomal protein P0, Ribosomal protein L10		
PAC:51212238	Qurub.01G042400	Qurub.01G042400.1	Qurub.01G042400.1	PF09079 PF13401	PTHR10763 PTHR10763:SF26		KOG2227	K02213	GO:0006270 GO:0051301	AT1G07270	Cell division control, Cdc6			LOC_Os01g63710	CDC6 - Putative DNA replication initiation protein, expressed
PAC:51212239	Qurub.01G042400	Qurub.01G042400.2	Qurub.01G042400.2	PF09079 PF13401	PTHR10763 PTHR10763:SF26		KOG2227		GO:0006270 GO:0051301	AT1G07270	Cell division control, Cdc6			LOC_Os01g63710	CDC6 - Putative DNA replication initiation protein, expressed
PAC:51212301	Qurub.01G042500	Qurub.01G042500.1	Qurub.01G042500.1	PF13432	PTHR26312 PTHR26312:SF87				GO:0005515 GO:0005622 GO:0006396	AT2G29670	Tetratricopeptide repeat (TPR)-like superfamily protein			LOC_Os01g63620	expressed protein
PAC:51212612	Qurub.01G042600	Qurub.01G042600.1	Qurub.01G042600.1	PF13921	PTHR10641 PTHR10641:SF612		KOG0048	K09422		AT5G58850	myb domain protein 119				
PAC:51212872	Qurub.01G042700	Qurub.01G042700.1	Qurub.01G042700.1	PF03151	PTHR11132 PTHR11132:SF81		KOG1444	K15356		AT1G07290	golgi nucleotide sugar transporter 2	Cre12.g490050	Putative GDP-mannose transporter	LOC_Os03g61100	GDP-mannose transporter, putative, expressed
PAC:51212873	Qurub.01G042700	Qurub.01G042700.2	Qurub.01G042700.2		PTHR11132 PTHR11132:SF81		KOG1444			AT1G07290	golgi nucleotide sugar transporter 2	Cre12.g490050	Putative GDP-mannose transporter	LOC_Os03g61100	GDP-mannose transporter, putative, expressed
PAC:51212874	Qurub.01G042700	Qurub.01G042700.3	Qurub.01G042700.3	PF03151	PTHR11132 PTHR11132:SF81					AT1G07290	golgi nucleotide sugar transporter 2	Cre12.g490050	Putative GDP-mannose transporter	LOC_Os03g61100	GDP-mannose transporter, putative, expressed
PAC:51212192	Qurub.01G042800	Qurub.01G042800.1	Qurub.01G042800.1	PF00657	PTHR22835 PTHR22835:SF184	EC:3.1.1.3			GO:0016788			Cre02.g144010	(1 of 11) 3.1.1.5 - Lysophospholipase / Phospholipase B	LOC_Os09g36880	GDSL-like lipase/acylhydrolase, putative, expressed
PAC:51213286	Qurub.01G042900	Qurub.01G042900.1	Qurub.01G042900.1	PF00657	PTHR22835 PTHR22835:SF184	EC:3.1.1.3			GO:0016788			Cre02.g144010	(1 of 11) 3.1.1.5 - Lysophospholipase / Phospholipase B		
PAC:51211199	Qurub.01G043000	Qurub.01G043000.1	Qurub.01G043000.1		PTHR31681 PTHR31681:SF4				GO:0046872	AT2G29660	zinc finger (C2H2 type) family protein			LOC_Os03g15790	ZOS3-08 - C2H2 zinc finger protein, expressed
PAC:51211877	Qurub.01G043100	Qurub.01G043100.1	Qurub.01G043100.1	PF07690	PTHR11662 PTHR11662:SF312	EC:3.6.3.27	KOG2532	K08193	GO:0016021 GO:0055085	AT2G29650	phosphate transporter 4;1	Cre08.g379550	Sodium-dependent phosphate transporter, major facilitator superfamily	LOC_Os01g17240	transporter, major facilitator family, putative, expressed
PAC:51213390	Qurub.01G043200	Qurub.01G043200.1	Qurub.01G043200.1	PF00067	PTHR24296 PTHR24296:SF26	EC:1.14.14.1 EC:1.14.15.3	KOG0157	K15401	GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114	AT5G58860	cytochrome P450, family 86, subfamily A, polypeptide 1	Cre01.g003850	Cytochrome P450, CYP197 superfamily	LOC_Os01g63540	cytochrome P450, putative, expressed
PAC:51213635	Qurub.01G043300	Qurub.01G043300.1	Qurub.01G043300.1	PF00067	PTHR24296 PTHR24296:SF26	EC:1.14.14.1 EC:1.14.15.3	KOG0157	K15401	GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114	AT5G58860	cytochrome P450, family 86, subfamily A, polypeptide 1	Cre01.g003850	Cytochrome P450, CYP197 superfamily	LOC_Os01g63540	cytochrome P450, putative, expressed
PAC:51211738	Qurub.01G043400	Qurub.01G043400.1	Qurub.01G043400.1	PF11493	PTHR36370					AT3G47070	(1 of 1) PF11493 - Thylakoid soluble phosphoprotein TSP9 (TSP9)			LOC_Os07g13969	expressed protein
PAC:51213723	Qurub.01G043500	Qurub.01G043500.1	Qurub.01G043500.1		PTHR34355	EC:3.4.19.12				AT1G07300	josephin protein-related				
PAC:51211772	Qurub.01G043600	Qurub.01G043600.1	Qurub.01G043600.1	PF02099	PTHR13291	EC:3.4.19.12	KOG2934	K15235	GO:0008242			Cre03.g146707	(1 of 1) PTHR13291 - JOSEPHIN 1, 2	LOC_Os03g15850	josephin, putative, expressed
